LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Absolute
Operator	mechlab
Description	Data file
Date	2024/03/15
Time	09:21:18.0500001907348632813
***End_of_Header***	
	
Channels	9									
Samples	1	1	1	1	1	1	1	1	1	
Date	2024/03/15	2024/03/15	2024/03/15	2024/03/15	2024/03/15	2024/03/15	2024/03/15	2024/03/15	2024/03/15	
Time	09:21:18.0500001907348632813	09:21:18.0689997673034667969	09:21:18.0890002250671386719	09:21:18.1100001335144042969	09:21:18.1279997825622558594	09:21:18.1449999809265136719	09:21:18.1640000343322753906	09:21:18.1810002326965332031	09:21:18.1100001335144042969	
X_Dimension	Time	Time	Time	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***										
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Untitled 6	Untitled 7	Untitled 8	Comment
	0.000000	-13.744876	1.606960	88.636590	0.008389	-0.001724	-0.004825	0.004366	-24.415410
	1.131000	-16.031273	1.589275	88.618810	0.008389	-0.001725	-0.004824	0.004366	-24.433190
	2.131000	-12.837831	1.613910	88.644185	0.008389	-0.001724	-0.004824	0.004367	-24.407815
	3.131000	-10.095228	1.620539	88.637570	0.008389	-0.001725	-0.004824	0.004366	-24.414430
	4.131000	-10.046924	1.592978	88.635295	0.008390	-0.001724	-0.004824	0.004367	-24.416705
	5.131000	-13.154492	1.619251	88.636030	0.008388	-0.001724	-0.004824	0.004367	-24.415970
	6.131000	-13.755610	1.606732	88.624655	0.008389	-0.001724	-0.004824	0.004367	-24.427345
	7.131000	-8.023516	1.592053	88.627315	0.008390	-0.001724	-0.004824	0.004367	-24.424685
	8.131000	-14.743162	1.599084	88.617340	0.008389	-0.001724	-0.004824	0.004366	-24.434660
	9.131000	-16.331833	1.610113	88.632565	0.008389	-0.001724	-0.004824	0.004366	-24.419435
	10.131000	-7.969845	1.612649	88.611705	0.008390	-0.001724	-0.004824	0.004366	-24.440295
	11.131000	-12.054230	1.608181	88.605720	0.008390	-0.001724	-0.004824	0.004366	-24.446280
	12.131000	-8.533393	1.591086	88.613875	0.008390	-0.001724	-0.004824	0.004366	-24.438125
	13.131000	-6.579758	1.611804	88.614435	0.008390	-0.001724	-0.004823	0.004367	-24.437565
	14.131000	-9.268690	1.600224	88.608100	0.008390	-0.001724	-0.004824	0.004366	-24.443900
